,symbol,open,high,low,close,pct_chg,vol,benchmark,Sector,MOM,vol_volatility_1m,volatility_1m,pe,circ_mv,dv_ratio,shibor_1m,shibor_6m,libor_1m,libor_6m,shibor_lpr_1y,index
747,000001.SZ,9.31,9.46,9.31,9.38,-0.09732999999999999,576604.0,0.006737,金融行业,-0.7899999999999991,205547.80313755377,1.338709578474615,6.9455,16105691.4731,1.68,3.492,3.297,2.51988,2.87313,4.31,2018-12-28
4970,000001.SZ,10.92,11.16,10.86,11.11,-0.012600000000000004,682280.1,0.003653,金融行业,-0.17999999999999972,222886.96859033458,1.566817155892684,8.4412,18795886.5023,1.15,4.0743,4.3865,1.23222,1.506,4.3,2017-09-29
15333,000001.SZ,10.14,10.16,10.1,10.14,-0.009500000000000005,483982.44,0.001303,金融行业,-0.10999999999999943,126533.59035023475,1.020184297075598,7.6061,9974426.1201,0.75,3.998,4.8,0.1565,0.3304,5.76,2014-09-30
5927,000001.SZ,9.4,9.43,9.31,9.39,0.020899999999999985,499633.49,-0.000553,金融行业,0.370000000000001,273704.37053515064,0.6324705526738987,7.1344,15885992.2823,1.36,4.4608,4.4743,1.22389,1.44767,4.3,2017-06-30
6512,000001.SZ,8.96,8.99,8.92,8.99,-0.0198,286446.36,-0.0020210000000000002,金融行业,-0.08999999999999986,128652.70328716235,0.5322724866077913,6.8305,15209272.6962,1.42,4.0237,4.3364,0.995,1.42628,4.3,2017-04-28
12773,000001.SZ,13.54,14.54,13.38,14.54,-0.0406,2548103.13,0.067147,金融行业,-1.3800000000000008,849770.6468983867,3.29667389197046,10.5064,17163095.3579,0.73,3.521,3.18,0.1865,0.44485,4.8,2015-06-30
11075,000001.SZ,12.1,12.13,11.98,11.99,0.025399999999999995,491258.92,-0.009075,金融行业,-0.08000000000000007,248071.80523443248,1.4321421018878144,8.6638,14153061.4402,0.89,3.002,3.2,0.4295,0.84615,4.3,2015-12-31
6193,000001.SZ,9.1,9.23,9.06,9.2,0.024300000000000002,1033210.95,0.0035770000000000003,金融行业,0.33999999999999986,319671.3109892057,1.1637021740976627,6.99,15564550.4789,1.39,4.0763,4.4499,1.06033,1.41878,4.3,2017-05-31
8834,000001.SZ,9.46,9.5,9.43,9.49,0.0325,489746.76,0.004772,金融行业,-0.0600000000000005,380376.02035083197,1.081517914784412,7.4524,13884990.1873,1.22,2.696,2.8915,0.52489,1.2445,4.3,2016-08-31
476,000001.SZ,10.98,11.2,10.94,11.1,0.172627,831622.75,0.010462,金融行业,0.8499999999999996,390216.85312453203,1.8044033508336135,8.2191,19058973.917999998,1.2252,2.839,3.021,2.51375,2.7995,4.31,2019-01-31
4244,000001.SZ,13.21,13.43,13.1,13.3,-0.0012000000000000066,982915.53,0.0029749999999999998,金融行业,0.5800000000000001,418971.19188622094,2.0953672709097155,10.1052,22500926.2358,0.96,4.9352,4.8823,1.56425,1.83707,4.3,2017-12-29
1574,000001.SZ,10.78,11.27,10.78,11.05,0.09066199999999998,2110242.67,0.010364,金融行业,1.0899999999999999,405692.21320124855,1.8878539250957984,8.182,18973122.6842,1.43,2.8,3.282,2.26056,2.60388,4.31,2018-09-28
7586,000001.SZ,9.08,9.1,9.06,9.1,-0.04769999999999999,302607.36,0.003735,金融行业,-0.15000000000000036,316218.1556293419,0.7140327373444826,7.1462,13314374.1522,1.27,3.3059,3.2864,0.77167,1.31767,4.3,2016-12-30
6670,000001.SZ,9.08,9.18,9.08,9.17,-0.032799999999999996,633121.22,0.005612000000000001,金融行业,-0.14000000000000057,281902.37526008615,0.653961772582806,6.9672,15513796.51,1.39,4.3501,4.35,0.98278,1.42322,4.3,2017-03-31
8008,000001.SZ,9.65,9.72,9.5,9.55,0.0431,1025963.05,-0.007306,金融行业,0.3200000000000003,318935.2097038392,0.6038250988486784,7.4995,13972777.2696,1.21,2.8697,3.0604,0.62367,1.28878,4.3,2016-11-30
16670,000001.SZ,11.18,11.22,11.09,11.14,0.03670000000000001,259596.42,8.800000000000001e-05,金融行业,0.15000000000000036,274796.031343378,1.7240228391757497,6.9635,6211554.6888,0.82,4.604,5.0,0.1505,0.3225,5.77,2014-04-30
3207,000001.SZ,11.49,11.51,10.63,10.85,0.0012999999999999956,2709795.68,0.000368,金融行业,-0.7200000000000006,460169.5671146288,2.4520044861295927,8.0339,18356011.9586,1.46,3.899,4.184,1.90701,2.51956,4.31,2018-04-27
14620,000001.SZ,11.27,12.44,11.18,12.44,0.12650000000000003,4844839.36,0.019724,金融行业,1.5099999999999998,964441.2235200184,2.4814066071483682,9.3313,12236869.9146,0.61,4.114,4.3471,0.154,0.3262,5.51,2014-11-28
9550,000001.SZ,10.26,10.57,10.26,10.55,-0.0009999999999999992,946467.16,0.033538,金融行业,0.25,168161.68444578664,0.896276185112402,6.904,12863246.0908,1.32,2.846,2.9822,0.46885,0.9931,4.3,2016-05-31
9090,000001.SZ,9.08,9.24,9.03,9.2,0.05649999999999999,671425.34,-0.005342,金融行业,0.20999999999999908,174085.13648189342,0.7638200049747419,7.2247,13460685.955999998,1.26,2.773,2.936,0.4959,1.1117,4.3,2016-07-29
8126,000001.SZ,9.15,9.16,9.09,9.15,0.008899999999999998,493596.83,-0.001152,金融行业,0.09999999999999964,162540.2726472889,0.438097021217483,7.1854,13387530.0541,1.27,2.7453,2.9,0.53378,1.256,4.3,2016-10-31
2137,000001.SZ,9.37,9.49,9.25,9.42,0.05667699999999999,720150.8,0.000733,金融行业,0.6999999999999993,399670.74292297516,1.8018541134827226,6.9751,16174372.4602,1.68,2.965,3.38,2.08138,2.5305,4.31,2018-07-31
2735,000001.SZ,10.11,10.19,10.02,10.18,-0.061999999999999986,987360.38,0.021218,金融行业,-0.6400000000000006,220421.8285313326,1.2412190580230664,7.5378,17479311.2149,1.55,3.905,4.296,2.0007,2.47375,4.31,2018-05-31
95,000001.SZ,12.44,12.61,12.27,12.36,0.11321200000000003,1113099.8,-0.002453,金融行业,1.1099999999999994,547021.0027431052,2.525843667747388,9.152000000000001,21222425.0114,1.1003,2.694,2.85,2.49038,2.68575,4.31,2019-02-28
1917,000001.SZ,10.13,10.32,10.1,10.13,0.07865200000000006,1310865.24,-0.004951,金融行业,1.3200000000000003,618014.6669683007,2.235477762017461,7.5008,17393459.981,1.56,2.72,3.207,2.11375,2.53563,4.31,2018-08-31
10493,000001.SZ,9.79,9.81,9.42,9.56,-0.042099999999999985,566896.39,-0.023936000000000002,金融行业,-0.22999999999999865,126737.44032845057,2.1273971773036795,6.9079,11284676.1775,1.45,2.8,3.022,0.4405,0.8859,4.3,2016-02-29
14570,000001.SZ,15.61,15.88,15.3,15.84,0.2639,2400065.71,0.022025000000000003,金融行业,0.4800000000000004,888316.1522999618,4.265154627912046,11.8817,15581352.0456,0.48,5.588,4.7442,0.17125,0.3628,5.51,2014-12-31
4457,000001.SZ,13.7,13.73,13.26,13.38,0.1586,1379635.71,-0.011755,金融行业,0.28000000000000114,774509.0767153805,3.1807272753254994,10.1659,22636270.153,0.95,4.072,4.703,1.37188,1.668,4.3,2017-11-30
13177,000001.SZ,16.83,17.26,16.68,16.7,0.26099999999999995,2890635.41,-0.005119,金融行业,-0.3000000000000007,851969.163324045,3.194897924816931,11.5622,19712771.1486,0.67,3.465,4.324,0.181,0.4079,5.3,2015-04-30
4722,000001.SZ,11.55,11.58,11.39,11.54,0.0398,627491.38,-0.000749,金融行业,0.02999999999999936,279301.4798908493,1.4977953798832535,8.7679,19523360.0573,1.1,4.027,4.3978,1.24333,1.57511,4.3,2017-10-31
15920,000001.SZ,10.75,10.9,10.65,10.87,0.09569999999999998,637784.43,0.012162,金融行业,1.2799999999999994,451833.02460223914,1.7209976031359222,8.1537,7273180.7199,0.7,4.2,4.9,0.156,0.3345,5.76,2014-07-31
10071,000001.SZ,10.64,10.64,10.55,10.57,-0.005699999999999992,404977.67,-0.001214,金融行业,-0.3100000000000005,164907.33384356252,0.8908438415343276,6.9171,12476885.69,1.31,2.853,2.927,0.43575,0.90415,4.3,2016-04-29
9252,000001.SZ,8.69,8.74,8.66,8.7,0.0051999999999999946,362204.87,0.000803,金融行业,0.129999999999999,75076.84074592922,0.6482082998540163,6.832000000000001,12729126.9367,1.33,2.887,2.9887,0.46505,0.92415,4.3,2016-06-30
11336,000001.SZ,11.72,11.87,11.5,11.74,0.03799999999999997,658493.89,0.0026479999999999997,金融行业,-0.5999999999999996,552230.8214037607,2.2449701557035477,8.4832,13857960.0757,0.91,2.7,3.2,0.243,0.6599,4.3,2015-11-30
11952,000001.SZ,10.4,10.59,10.39,10.49,-0.0473,364659.73,0.007579,金融行业,-0.41000000000000014,709725.888849216,2.4903679948954633,7.5799,12382453.2534,1.01,3.091,3.341,0.193,0.534,4.55,2015-09-30
11528,000001.SZ,11.3,11.42,11.27,11.36,0.0813,535930.72,0.00021799999999999999,金融行业,0.129999999999999,276795.5446096187,1.2411966000596377,8.2086,13409406.0017,0.94,2.7645,3.2265,0.192,0.55165,4.3,2015-10-30
14050,000001.SZ,13.93,14.12,13.76,13.93,-0.11980000000000002,930116.69,-0.013616,金融行业,-1.4399999999999995,520580.6089309212,2.812477377686738,10.449000000000002,13702540.025,0.96,5.01,4.792,0.17125,0.3574,5.51,2015-01-30
10106,000001.SZ,10.71,10.75,10.64,10.64,0.10940000000000001,418387.92,0.0005639999999999999,金融行业,0.22000000000000064,253555.40909498557,1.2283448212939292,6.9629,12559514.0721,1.31,2.807,2.87,0.43725,0.8997,4.3,2016-03-31
8519,000001.SZ,9.06,9.1,9.05,9.07,-0.04479999999999999,308084.86,0.002742,金融行业,0.009999999999999787,111680.97449118693,0.7036860095238883,7.1226,13270480.611,1.28,2.741,2.887,0.53111,1.23972,4.3,2016-09-30
3422,000001.SZ,11.04,11.05,10.88,10.9,-0.09820000000000001,752173.68,0.001142,金融行业,-0.7400000000000002,298591.20312644803,1.3693081282164663,8.071,18440601.8755,1.45,4.2884,4.5686,0.184,0.42465,4.3,2018-03-30
13148,000001.SZ,15.51,15.67,15.11,15.32,-0.0817,2014932.91,0.001411,金融行业,-0.129999999999999,496765.9186586092,2.0935025077605376,11.07,18083811.615,0.69,2.276,3.211,0.184,0.42465,5.05,2015-05-29
5341,000001.SZ,11.39,11.44,11.15,11.28,0.060399999999999995,1151786.46,-0.003184,金融行业,0.8599999999999994,429801.6143768472,2.016748063095543,8.5704,19083492.3263,1.13,3.892,4.3884,1.23167,1.45389,4.3,2017-08-31
3883,000001.SZ,13.6,14.05,13.53,14.05,0.0597,1747729.14,0.004651,金融行业,-0.17999999999999972,533863.1288477094,2.0498319443309545,10.675,23769775.4597,1.12,4.1289,4.73,1.5797,1.96625,4.3,2018-01-31
3735,000001.SZ,12.1,12.19,11.93,12.05,-0.1446,1214145.59,-0.008706,金融行业,-0.8699999999999992,682703.7956041808,2.993700511073163,9.1554,20386177.5295,1.31,4.0428,4.7287,1.67007,2.22375,4.3,2018-02-28
12074,000001.SZ,10.71,11.07,10.48,11.07,-0.09269999999999998,1464297.25,0.007256,金融行业,-1.4699999999999989,560780.4423873884,3.990259985264079,7.999,13067088.419000002,0.96,3.034,3.2645,1.23167,1.455,4.55,2015-08-31
5592,000001.SZ,10.8,10.82,10.45,10.67,0.1473,1575864.39,0.004294,金融行业,-0.14000000000000057,910419.9524802538,2.0918458356197234,8.1069,18051494.9576,1.19,3.889,4.3493,1.23167,1.455,4.3,2017-07-31
16035,000001.SZ,9.8,9.97,9.79,9.91,0.049399999999999986,447237.94,0.0069110000000000005,金融行业,-0.22000000000000064,236613.91518256796,1.2960327927948456,7.4336,6630839.0924,0.77,5.004,4.9007,0.1552,0.3268,5.76,2014-06-30
2446,000001.SZ,9.01,9.13,8.96,9.09,-0.11000000000000001,675299.68,0.025546000000000003,金融行业,-0.9800000000000004,275568.96565637796,1.6216596436982984,6.7307,15607754.3167,1.74,4.031,4.223,2.09025,2.50125,4.31,2018-06-29
13694,000001.SZ,16.04,16.6,15.63,15.75,0.12449999999999997,2733183.21,-0.009044,金融行业,0.34999999999999964,749746.6548576478,2.2488839454270573,9.0871,15492821.6363,0.85,5.009,4.7795,0.17625,0.40065,5.3,2015-03-31
15527,000001.SZ,10.15,10.25,10.14,10.25,-0.057500000000000016,343726.4,0.011686,金融行业,-0.33000000000000007,120725.09895223696,1.0440041906044455,7.6886,6858383.4194,0.74,4.114,4.8726,0.157,0.3299,5.76,2014-08-29
10667,000001.SZ,9.74,10.08,9.69,10.0,-0.17470000000000005,544435.76,0.032355,金融行业,-0.46000000000000085,140933.2400576951,2.440033350181858,7.2259,11804054.579000002,1.39,3.168,3.1225,0.425,0.86025,4.3,2016-01-29
946,000001.SZ,10.22,10.36,10.17,10.36,-0.049267,594715.32,0.011166,金融行业,-0.21000000000000085,301910.3996726304,1.4244127956721917,7.6711,17788375.6568,1.53,2.701,3.279,2.34694,2.89463,4.31,2018-11-30
7204,000001.SZ,9.27,9.34,9.26,9.33,0.025100000000000004,420712.58,0.0035709999999999995,金融行业,0.17999999999999972,101641.03832055707,0.2813871887624328,7.3268,15784484.3444,1.37,3.851,3.8377,0.77611,1.36183,4.3,2017-01-26
16367,000001.SZ,11.49,11.62,11.46,11.5,0.03269999999999999,318773.09,0.000603,金融行业,0.23000000000000043,105128.1123760361,0.961547060730578,7.1885,6412287.1563,0.8,3.861,4.9998,0.151,0.3219,5.77,2014-05-30
12559,000001.SZ,12.16,12.42,12.02,12.36,-0.14240000000000003,1202746.87,0.000337,金融行业,-1.4600000000000009,1377816.7717610938,4.183249305264946,8.9312,14589811.4596,0.86,2.988,3.1758,0.19175,0.4899,4.8,2015-07-31
15058,000001.SZ,10.5,11.35,10.46,11.03,0.0865,3593084.0,0.015958,金融行业,0.9100000000000001,694908.315768133,1.4742994098891824,8.2737,10849893.5015,0.69,3.991,4.77,0.1559,0.3279,5.76,2014-10-31
13885,000001.SZ,14.06,14.16,13.96,13.99,0.005700000000000004,793570.14,0.0018360000000000002,金融行业,0.4800000000000004,302842.0684868006,1.3429909716746569,10.494000000000002,13761560.2979,0.95,5.0832,4.7846,0.173,0.3807,5.51,2015-02-27
17091,000001.SZ,11.17,11.24,10.88,11.13,-0.020599999999999983,446237.52,0.011541999999999998,金融行业,-0.9499999999999993,267799.2581959843,1.8997586030860978,7.9063,6205978.7869,0.82,4.316,5.0,0.1555,0.3305,5.76,2014-02-28
1282,000001.SZ,10.95,10.99,10.75,10.91,-0.00324,1152683.79,0.014006000000000001,金融行业,0.5800000000000001,431068.9542275856,3.1482131859000013,8.0784,18732739.2293,1.45,2.689,3.298,2.30688,2.80013,4.31,2018-10-31
16812,000001.SZ,10.85,10.94,10.67,10.77,-0.028300000000000006,321130.78,-0.00263,金融行业,0.29999999999999893,208380.5290373018,2.193102596779192,6.7322,6005246.3194,0.85,4.617,5.0,0.152,0.3289,5.76,2014-03-31
7128,000001.SZ,9.43,9.51,9.42,9.48,0.016100000000000003,369719.7,0.001912,金融行业,0.08000000000000007,155095.6817203326,0.6071498991185188,7.4446,16038254.1891,1.34,4.08,4.196,0.78889,1.37489,4.3,2017-02-28
13724,000002.SZ,12.77,12.97,12.69,12.75,-0.025700000000000008,1246318.61,0.0018360000000000002,房地产,0.5899999999999999,705056.8931285745,1.9190061881086835,9.3115,12377184.8975,3.21,5.0832,4.7846,0.173,0.3807,5.51,2015-02-27
8779,000002.SZ,22.68,24.93,22.6,24.93,0.4066999999999999,2383125.74,0.004772,房地产,-0.9200000000000017,1034675.0956599717,5.432249073818253,15.1885,24202312.6432,2.01,2.696,2.8915,0.52489,1.2445,4.3,2016-08-31
6671,000002.SZ,20.53,20.64,20.51,20.58,0.004700000000000008,153297.08,0.005612000000000001,房地产,-0.9600000000000009,245008.41623866264,1.4646244399160462,10.8067,19981261.448,3.5,4.3501,4.35,0.98278,1.42322,4.3,2017-03-31
2736,000002.SZ,24.77,25.68,24.56,25.59,-0.09959999999999997,705893.25,0.021218,房地产,-1.1999999999999993,116350.84594463531,2.023888830938948,10.0704,24861120.14,3.09,3.905,4.296,2.0007,2.47375,4.31,2018-05-31
7295,000002.SZ,20.65,20.77,20.65,20.68,0.009799999999999993,141248.23,0.0035709999999999995,房地产,0.28000000000000114,202694.29351509264,1.9384248760267742,12.5992,20076366.8456,3.48,3.851,3.8377,0.77611,1.36183,4.3,2017-01-26
7889,000002.SZ,27.35,27.99,26.77,26.98,0.08729999999999999,1193183.81,-0.007306,房地产,0.3000000000000007,838173.4246972479,2.619752803223879,16.4374,26192474.7338,1.85,2.8697,3.0604,0.62367,1.28878,4.3,2016-11-30
671,000002.SZ,23.67,24.24,23.67,23.82,-0.061685999999999984,322810.93,0.006737,房地产,-2.6400000000000006,122093.55865729133,1.9973078030437437,9.3738,23141535.0424,3.32,3.492,3.297,2.51988,2.87313,4.31,2018-12-28
11474,000002.SZ,14.29,15.25,14.28,15.07,0.1013,2020009.99,0.0026479999999999997,房地产,1.0700000000000003,423814.31148292683,1.8892466091009283,10.5756,14646936.6243,2.71,2.7,3.2,0.243,0.6599,4.3,2015-11-30
5574,000002.SZ,23.52,23.58,23.1,23.37,-0.06100000000000001,309424.82,0.004294,房地产,-1.2199999999999989,226586.10074266864,2.207823588967068,12.2718,22690091.3528,3.08,3.889,4.3493,1.23167,1.455,4.3,2017-07-31
5342,000002.SZ,23.19,23.43,23.01,23.23,0.030200000000000015,298893.58,-0.003184,房地产,1.3099999999999987,166857.15227750642,1.6188959200638517,12.1983,22554164.4042,3.1,3.892,4.3884,1.23167,1.45389,4.3,2017-08-31
5818,000002.SZ,25.0,25.39,24.64,24.97,0.1736000000000001,595614.83,-0.000553,房地产,4.029999999999998,423295.231933786,3.579934217272619,13.112,24243542.1942,2.88,4.4608,4.4743,1.22389,1.44767,4.3,2017-06-30
7120,000002.SZ,20.52,20.59,20.47,20.53,-0.0069999999999999975,159762.21,0.001912,房地产,-0.379999999999999,137408.715945989,0.6527700590555631,12.5078,19930745.2292,3.51,4.08,4.196,0.78889,1.37489,4.3,2017-02-28
12758,000002.SZ,13.92,14.62,13.6,14.52,0.022299999999999966,4092262.36,0.067147,房地产,-0.4299999999999997,1062003.8546561906,3.1214357273535835,10.1874,14104162.4881,2.82,3.521,3.18,0.1865,0.44485,4.8,2015-06-30
13517,000002.SZ,14.85,14.97,13.65,13.82,0.0881,7481473.7,-0.009044,房地产,1.1899999999999995,1620279.45102156,2.457518006037665,9.6949,13421577.5538,2.96,5.009,4.7795,0.17625,0.40065,5.3,2015-03-31
477,000002.SZ,27.39,28.15,27.0,27.75,0.15550000000000003,411857.6,0.010462,房地产,2.780000000000001,104987.27803708919,1.5082721055563377,10.9204,26959596.8693,3.24,2.839,3.021,2.51375,2.7995,4.31,2019-01-31
16570,000002.SZ,7.87,7.98,7.77,7.9,-0.0218,395476.43,8.800000000000001e-05,房地产,0.03000000000000025,327539.6812058617,1.3260622157347646,5.7557,7644186.3001,2.2768,4.604,5.0,0.1505,0.3225,5.77,2014-04-30
14523,000002.SZ,12.6,13.9,12.46,13.9,0.26360000000000006,4899544.59,0.022025000000000003,房地产,1.9700000000000006,1098504.3930355962,4.291448327779247,10.1272,13443959.1951,1.29,5.588,4.7442,0.17125,0.3628,5.51,2014-12-31
12402,000002.SZ,13.95,14.24,13.89,14.18,0.029799999999999983,1227839.5,0.000337,房地产,-0.8900000000000006,2068977.6050495724,4.382320703691066,9.9496,13774545.6291,2.88,2.988,3.1758,0.19175,0.4899,4.8,2015-07-31
1575,000002.SZ,24.5,24.9,23.95,24.3,0.01825699999999996,683236.25,0.010364,房地产,1.1999999999999993,270730.39531497884,2.875549509654526,9.5627,23607863.2045,3.25,2.8,3.282,2.26056,2.60388,4.31,2018-09-28
16247,000002.SZ,8.58,8.66,8.48,8.55,0.13540000000000008,1061588.47,0.000603,房地产,0.8500000000000005,343631.2237213314,1.4580572691082248,6.2293,8273138.3375,2.1037,3.861,4.9998,0.151,0.3219,5.77,2014-05-30
2447,000002.SZ,24.1,24.6,23.89,24.6,-0.03149999999999997,352884.91,0.025546000000000003,房地产,-2.7699999999999996,125319.60428768113,2.7967711293560313,9.6808,23899318.3058,3.21,4.031,4.223,2.09025,2.50125,4.31,2018-06-29
4699,000002.SZ,28.8,29.28,28.28,28.96,0.10110000000000002,463277.75,-0.000749,房地产,2.75,144377.47553363084,1.7413730214975078,15.2071,28117742.1441,2.49,4.027,4.3978,1.24333,1.57511,4.3,2017-10-31
16017,000002.SZ,8.32,8.35,8.22,8.27,-0.0318,393736.46,0.0069110000000000005,房地产,0.009999999999999787,218704.14253300504,1.1910999118459369,6.0253,7995638.0692,2.17,5.004,4.9007,0.1552,0.3268,5.76,2014-06-30
14027,000002.SZ,13.09,13.49,12.8,13.12,-0.04269999999999999,2096247.06,-0.013616,房地产,-0.40000000000000036,1094103.3989221593,3.8712779220819837,9.5811,12735555.7894,3.12,5.01,4.792,0.17125,0.3574,5.51,2015-01-30
15024,000002.SZ,9.16,9.42,9.15,9.4,0.026100000000000016,1100853.37,0.015958,房地产,0.05000000000000071,264193.86363849504,1.5598653788065757,6.8486,9091598.3046,1.91,3.991,4.77,0.1559,0.3279,5.76,2014-10-31
3366,000002.SZ,33.7,33.99,33.17,33.29,0.025299999999999996,572692.05,0.001142,房地产,0.6599999999999966,176489.268187944,2.7631230519105343,13.1005,32341801.0731,2.37,4.2884,4.5686,2.11375,2.53563,4.3,2018-03-30
1844,000002.SZ,23.2,24.36,23.18,24.05,0.07696599999999996,428145.12,-0.004951,房地产,1.3599999999999994,210258.43126275,2.275168632052212,9.4643,23364983.9534,3.28,2.72,3.207,2.11375,2.53563,4.31,2018-08-31
1283,000002.SZ,23.68,24.6,23.3,24.23,0.010339000000000029,565648.85,0.014006000000000001,房地产,3.0100000000000016,192933.89988957747,3.6192173141577726,9.5352,23539857.0142,3.26,2.689,3.298,2.30688,2.80013,4.31,2018-10-31
8566,000002.SZ,25.9,27.45,25.81,26.17,0.058899999999999966,1358410.6,0.002742,房地产,2.5900000000000034,715671.4118163248,3.2456470464299385,15.9439,25406118.0053,1.91,2.741,2.887,0.53111,1.23972,4.3,2016-09-30
15424,000002.SZ,9.05,9.15,9.02,9.12,-0.08020000000000001,316540.38,0.011686,房地产,-0.28000000000000114,197029.17906208345,1.2673555144470745,6.6446,8820784.7381,1.97,4.114,4.8726,0.157,0.3299,5.76,2014-08-29
3884,000002.SZ,36.61,37.76,35.62,37.56,0.20160000000000003,898147.86,0.004651,房地产,-2.210000000000001,179998.65993796982,3.1711363893720073,19.7231,36467624.1344,2.1,4.1289,4.73,1.5797,1.96625,4.3,2018-01-31
947,000002.SZ,25.27,25.53,25.03,25.44,0.05257300000000001,192754.06,0.011166,房地产,0.6600000000000001,130994.68939098832,1.9436933478494975,10.0113,24715392.5894,3.11,2.701,3.279,2.34694,2.89463,4.31,2018-11-30
12218,000002.SZ,13.41,13.8,13.2,13.8,-0.0207,1434213.72,0.007256,房地产,-0.9599999999999991,722259.4979383951,2.45515070820498,9.6836,13406437.425999999,2.96,3.034,3.2645,0.1565,0.3304,4.55,2015-08-31
15331,000002.SZ,9.21,9.23,9.15,9.18,0.0081,519218.54,0.001303,房地产,-0.030000000000001137,190712.4539015882,1.2643618943955028,6.6883,8878816.2166,1.96,3.998,4.8,0.1565,0.3304,5.76,2014-09-30
15757,000002.SZ,9.58,9.92,9.49,9.9,0.1851,922418.7,0.012162,房地产,1.290000000000001,351095.09682345076,2.0381876140334363,7.2129,9571561.8966,1.82,4.2,4.9,0.156,0.3345,5.76,2014-07-31
17121,000002.SZ,6.61,6.74,6.58,6.72,-0.0902,679408.34,0.011541999999999998,房地产,-0.6500000000000004,328720.5839660554,1.8401817844983253,5.8968,6501560.5133,2.6766,4.316,5.0,0.1555,0.3305,5.76,2014-02-28
4458,000002.SZ,33.1,33.4,30.68,31.22,0.09219999999999995,1000665.49,-0.011755,房地产,2.2799999999999976,244183.37830929988,4.158639531144694,16.3939,30312013.4578,2.31,4.072,4.703,1.37188,1.668,4.3,2017-11-30
8289,000002.SZ,24.75,25.5,24.51,24.92,-0.0475,548274.1,-0.001152,房地产,-1.0799999999999983,367507.54797765677,1.3649808606714615,15.1824,24192604.5354,2.01,2.7453,2.9,0.53378,1.256,4.3,2016-10-31
14765,000002.SZ,10.2,11.0,10.11,10.9,0.15449999999999997,3320329.01,0.019724,房地产,1.2300000000000004,1008374.3063630402,2.5058050103707847,7.9415,10542385.2681,1.65,4.114,4.3471,0.154,0.3262,5.51,2014-11-28
4245,000002.SZ,30.75,31.71,30.74,31.06,-0.0019000000000000006,385307.4,0.0029749999999999998,房地产,1.9499999999999993,95112.92792776547,1.7129649733720158,16.3099,30156666.8161,2.32,4.9352,4.8823,1.56425,1.83707,4.3,2017-12-29
11937,000002.SZ,12.67,12.81,12.57,12.73,-0.0777,489518.62,0.007579,房地产,-0.6999999999999993,527935.7574903555,1.7296597208698088,8.9329,12371766.1304,3.21,3.091,3.341,0.193,0.534,4.55,2015-09-30
3163,000002.SZ,28.66,28.75,27.42,28.4,-0.1539,381958.29,0.000368,房地产,-2.8500000000000014,187199.43332595643,3.015867163851789,11.1762,27591082.9221,2.78,3.899,4.184,1.90701,2.51956,4.31,2018-04-27
16764,000002.SZ,8.16,8.22,7.96,8.09,0.19519999999999998,678971.19,-0.00263,房地产,0.33000000000000007,599803.6887743948,2.969766783772643,5.8942,7828033.8187,2.2233,4.617,5.0,0.152,0.3289,5.76,2014-03-31
75,000002.SZ,27.8,28.55,27.72,27.99,0.011826000000000014,606374.98,-0.002453,房地产,0.5499999999999972,226798.8163817748,2.0323209363371637,11.0148,27192760.9504,3.22,2.694,2.85,2.49038,2.68575,4.31,2019-02-28
9193,000002.SZ,17.05,17.35,16.81,17.14,-0.2994,1986861.35,-0.005342,房地产,-0.75,1994861.6480441531,3.3373329171659702,10.4425,16633462.1748,2.92,2.773,2.936,0.4959,1.1117,4.3,2016-07-29
13285,000002.SZ,14.33,14.93,14.21,14.6,0.06059999999999997,5411486.26,-0.005119,房地产,0.29999999999999893,1102762.9419656105,2.3889995814146485,10.2421,14179090.614,2.8,3.465,4.324,0.181,0.4079,5.3,2015-04-30
6199,000002.SZ,21.49,21.58,20.9,21.26,0.09050000000000005,682330.32,0.0035770000000000003,房地产,1.9200000000000017,198358.08511932078,1.9914313319819401,11.1638,20641478.0556,3.39,4.0763,4.4499,1.06033,1.41878,4.3,2017-05-31
11740,000002.SZ,13.7,13.75,13.6,13.67,0.0731,298317.92,0.00021799999999999999,房地产,0.019999999999999574,155542.39153977044,1.3760196219528895,9.5931,13286239.1277,2.99,2.7645,3.2265,0.192,0.55165,4.3,2015-10-30
7587,000002.SZ,20.88,20.96,20.45,20.55,-0.2649,261150.0,0.003735,房地产,-1.9100000000000001,162738.2690971191,2.3861881736358295,12.52,19950161.4447,2.44,3.3059,3.2864,0.77167,1.31767,4.3,2016-12-30
6559,000002.SZ,19.38,19.55,19.13,19.5,-0.0528,357431.15,-0.0020210000000000002,房地产,-1.1400000000000006,187139.6766970637,1.0771323038510296,10.2396,18932682.1301,3.69,4.0237,4.3364,0.995,1.42628,4.3,2017-04-28
5006,000002.SZ,26.56,26.8,26.0,26.25,0.1353,345752.68,0.003653,房地产,-3.0500000000000007,363685.8277704449,3.591901446309369,13.7841,25486558.4006,2.74,4.0743,4.3865,1.23222,1.506,4.3,2017-09-29
3720,000002.SZ,32.51,33.23,31.84,32.7,-0.1316,500004.47,-0.008706,房地产,-0.27999999999999403,185838.5399278176,2.9543652448537023,17.1711,31748969.8934,2.42,4.0428,4.7287,1.67007,2.22375,4.3,2018-02-28
