"","benchmark","金融行业","房地产","综合行业","电力行业","机械行业","有色金属","农林牧渔","电子信息","酒店旅游","家电行业","传媒娱乐","汽车制造","发电设备","水泥行业","商业百货","电子器件","生物制药","农药化肥","酿酒行业","环保行业","化工行业","钢铁行业","化纤行业","煤炭行业","飞机制造","建筑建材","食品行业","次新股","NaN","仪器仪表","服装鞋类","家具行业","交通运输","其它行业","印刷包装","船舶制造","医疗器械","石油行业","物资外贸","塑料制品","玻璃行业","公路桥梁","电器行业","开发区","供水供气","MOM","vol_volatility_1m","volatility_1m","pe","circ_mv","dv_ratio","shibor_1m","shibor_6m","libor_1m","libor_6m","shibor_lpr_1y"
"39",-0.002021,0.0517664684093335,-0.624722440343271,0.0214632956425269,0.0449240858677927,0.0316789067883796,-0.0615438659765337,-0.00264381446732065,0.0450037007818893,0.0504345577784479,0.0438295965075864,0.046747262556176,0.0432605856299625,0.032253009579326,-0.0232372055059928,0.0109674643069063,0.0416143184092247,-0.0330567324268063,0.127380612031637,0.0811006574644316,0.0254039702415253,-0.0215206623044764,0.14528584727962,-0.00865052346330183,-3.71968662762597e-05,-0.165112043865994,0.00956972744346818,0.00262470319421451,0,0.123894866356916,-0.00624661551928432,-0.028713231674716,-0.0455197745293646,0.0149422118465709,-0.0225521398802066,0.00752723059529289,-0.00653586816375989,0.0780956461884195,0.0924412146159782,0.0266834447513903,0.00841096945731804,-0.086248082769898,0.0249779011154604,-0.137551924888387,0.0941985357527372,-0.0525886679469419,-0.00512817626988098,0.00915361009225379,-0.00463000323018188,-0.00221836003571281,0.00103036419971765,0.00280482582634394,0.0828581284218549,-0.110182906006416,0.062293098842742,-0.0476921697776786,-0.00671477100173675
"40",0.003577,-0.00243660747508324,-0.700389361949577,0.118075205712334,0.0401676449677658,0.000697434999525816,0.0712836003347508,-0.00329664428228443,0.0265834523653828,-0.0215380171826048,-0.0163382204524406,0.0790233512914681,0.0403419836317618,0.0882339475490363,0.0366750919190452,-0.0143902843093649,0.106634392843557,0.0508145399557445,0.0345751971269963,0.0209526796165753,0.024340183496681,-0.00329390936146855,-0.0327867047925751,0.0806005094749578,0.040364197044925,0.0204566935729764,0.0589452051503129,0.0014002213297439,0,0.0428242393371278,0.0506339527684173,-0.013605968448589,-0.0156292492660166,-0.00845553593290423,0.0177947634807605,0.00617897392314977,0.0461058842638865,-0.270942562770752,-0.115877526301671,0.0498278033178009,0.000162636810809881,0.00121992223059574,-0.0124355876467456,0.0959099710494154,-0.0282083296878964,0.00880083029446949,-0.000330423613279571,0.000329407989927609,-0.00483017262913225,-0.00225660081196153,-0.000695238694594549,-0.000793404384894028,0.0333644256478244,-0.0602423918206588,0.0221229301434655,-0.0304150599155898,-0.00634733235781121
"41",-0.000553,0.104282800205098,-3.33744497983599,0.0976984178862524,0.0618733226926128,0.10701380423045,0.152592904911505,-0.00281501028160554,0.116647765039246,0.0908361701821189,0.143913026018424,-0.0093324322656062,0.077036079774065,0.0249926860415319,0.13596304668697,0.0916243673386679,0.216764629154627,0.123180286863648,-0.158444201609332,0.102858601117131,0.0251250065149388,-0.0104332332923116,0.0162716159925885,0.102863893562486,0.0524061236076243,0.125830539323017,0.129696237836001,0.00230359933979457,0,0.0912433643656627,0.0836399279759714,0.0759169390437596,-0.0128874653572079,0.0949645553140045,0.0950345298860999,0.00717366846690667,0.0742926154625778,0.0553655694754158,0.0991039987055268,0.131915264732172,0.0552264116192768,0.0961959425757011,0.123643432294481,0.0987776861353555,0.116781307301263,0.130307184969078,0.000953522385182491,-0.00300391085264562,0.00216216694115505,0.00284157547921012,-0.00196721633513253,0.000548528818356432,0.15625184076274,-0.0722442263687348,-0.0217561869244188,0.00920969722483977,-0.0136326514591751
"42",0.004294,0.0171737084408332,-0.329547314144184,0.0168943487213731,-0.000394408971250572,-0.00284703161178157,0.0313589003900894,-0.00338025967659115,-0.026511508257885,0.0439127849438964,0.00529653526596446,-0.0185070042310369,0.00723360828789152,0.0615261359822213,0.00978099482837215,0.00959845966099879,0.0210612368793217,0.00519358475369905,0.00459529382198766,-0.0062368709208852,0.0242039321397583,-0.0633593699446987,0.0110135348693603,0.0698652456768817,0.00275319995386661,-0.035427589152539,-0.00799914021676163,0.00124338790766004,0,-0.0211458198533504,-0.00898156991896903,0.0676135841678595,-0.0161052441964321,0.0065881009985018,0.0463159740482461,0.00600628724327721,-0.00807818513423273,0.0474512679234951,0.0163945776055167,-0.0345454066376231,-0.0201417525893069,0.0150872877646355,-0.00115536864916647,0.069779113773873,0.0021942284190722,-0.0157714703619578,0.00895177435348465,0.0123449368607224,-0.01907396467395,-0.00315668299623581,-0.000439783484427343,0.00769959633263164,-0.0813631986296836,-0.0330995373243496,0.0919322018273999,-0.0744792819514897,0.0618536417384887
"43",-0.003184,-0.0151311753960792,0.477756891120647,-0.0452484000461049,0.0323006905261119,0.0149004414847923,-0.0679600731631477,-0.0025081872656767,-0.0313218951762251,-0.107455884838003,-0.0266576750973296,-0.0444153736218801,-0.0205161409990842,-0.0028015489152522,0.00677208658000335,-0.00239363261427062,-0.0166564166459468,0.0403084915394869,0.139892856632204,-0.0333036382865342,0.0256249748832284,-0.0559593192152139,-0.0407736812027931,-0.0725481256577603,-0.0151745599354921,0.0580228391425062,0.0119901787414283,0.00287909269196001,0,-0.0469708056964968,-0.00301464238640706,-0.0422156521243761,-0.0111408228719596,0.0939614936542277,0.00293716670905578,0.00780733465204574,0.00371478826996227,-0.0344308130258607,-0.0142595477488878,-0.0440088440923448,-0.0182438845601124,-0.0443450484413471,-0.0393001735349864,-0.0329795561562959,0.0190966288141102,-0.0062304367259013,0.0153132551028746,-0.00226160300982814,-0.0202160830812158,-0.00220293957299473,0.00810325280274235,-0.00562635069605843,-0.0595036272022294,-0.0743077206443762,0.0636007603395,-0.0586659596792254,0.0650095468452546
"44",0.003653,-0.024449812352875,-0.32551460478255,0.0662475608796705,-0.000862928738674814,-0.0215912968612214,-0.00526175995361708,-0.00330550728084413,-0.00612763339087395,0.0101524162432009,0.00331507768136999,0.017801601418953,-0.00513765514573557,0.027255790362565,-0.00509400030036532,-0.0139035011169702,-0.00714320519648839,0.034370900025787,0.0840736741008046,0.107245473331236,0.0243257412329068,0.0648297585616914,-0.061968027630386,0.0399798268891833,-0.00497166316204653,-0.102280874126934,0.0253648258705703,0.0013835974244742,0,-0.00485649771791607,-0.0157270122866079,0.0142182827429206,-0.0156797034009003,-0.0270047147825463,0.0208853691054908,0.00616066961677556,0.0414111881754193,0.000988689182011377,0.00129514704421381,-0.0206346822801343,-0.0309891523083943,-0.067201314648809,0.124186046265244,0.0398510045769055,0.0774094030169467,-0.0630464962834501,0.0234150082939115,-0.0107688065915378,0.00584477835935973,-0.00352298701949622,0.00258394266375825,-0.0144713545920026,-0.052928324395348,0.0957676836848085,-0.047986640732797,0.0507110090731737,-0.0245137705266834
"45",-0.000749,0.0338690633101859,-1.06949506482794,0.00476716477111594,0.0335905074993703,0.046212024524229,-0.00208785026540797,-0.00279215307479366,0.040576591531149,0.046190334187198,0.0111817960699843,0.0413790088390219,0.0229698811478152,-0.02312620237017,0.0663848101731871,0.0342778126479644,0.0552853653943294,0.0532873192349495,0.0222811670459401,0.00389828858999105,0.0251622523530934,-0.019287343883313,0.0805185606081874,0.0440861080219387,0.0517149323688613,0.0186418051348917,0.03025124736559,0.00234647151654273,0,0.0341318959562918,0.0852219611765478,0.048662446035215,-0.0127573467988238,-0.0271861173690785,0.0172167401592287,0.00722087430966123,0.0266275312636882,0.0679892002257405,-0.00149237825133111,0.00646208800809359,-0.0343530144640554,0.0039018303471524,0.00994379593099602,0.0245133732236246,0.0181138379933247,0.0736993843398142,0.00760775671802997,0.000921875416457362,-0.0158428541911131,-0.00959656169017611,0.00776707852664903,-0.0116884320705617,-0.00772494339345442,-0.0673997073739448,0.0236758347716457,-0.0421856800703891,-0.0100563510031672
"46",-0.011755,0.00813101029347909,-0.0833746662363753,0.0234705553141634,0.0052119886141093,-0.0266411005652655,0.0499196528492089,-0.00150865094126539,0.0345344738582994,-0.0542875736038792,0.0192923365271166,0.00815159905279797,0.0144038861282097,-0.00529584416179517,0.00826474501006011,0.032805684109555,0.0251197402554287,0.0044323805754029,0.0214575311757356,-0.0283159940975432,0.0272537201833463,-0.0499250191675399,-0.0396964096723245,-0.0121758339742844,0.0104105812049959,-0.017049272196172,0.0160051719389763,0.00475387548230971,0,-0.04470612664922,0.045673298474473,-0.0118421947420291,-0.00545079142343675,0.0103674865993038,-0.00366863910235282,0.00987162688801192,0.0128231854287486,0.0387014732352732,0.00267128309975617,-0.0341093100229369,-0.0652013359063518,-0.00161946208720891,0.0579660503298802,0.0153937568151369,0.0112302788202111,-0.0334491477140089,-0.00058483315909635,-0.00413575533543425,0.00996020859809495,0.00343190049581311,0.0120531878803,0.00295370040382206,-0.0482335680988887,0.10962374220809,-0.0774232170871292,0.0936671638501693,-0.0105555477237189
"47",0.002975,0.00769599700016121,0.954236161276126,-0.0126432787935174,-0.0722817953414272,-0.048859826609096,-0.0664936620862758,-0.00322644000421937,0.0644825631853693,-0.0725109683351116,-0.0246348015433971,-0.0432623286297385,-0.00789822365856516,-0.0046967856375173,0.0494981145236397,-0.016361248605672,-0.0806256475468007,-0.0191406393543332,-0.0023893782683113,-0.0295686358516726,0.0244545814281559,-0.0129195576808493,-0.431301761389103,-0.0406136933265341,-0.0161731137455875,-0.0129261087564351,-0.00332962864062055,-0.0273703341160471,0,-0.0598459096050403,-0.0195749821159704,-0.0192156399352743,-0.0152295994081225,0.0585069314207318,-0.0234983087912326,0.00632396329732451,-0.0628246620847641,0.0411348157188907,0.0395009890190411,-0.0293736300183196,0.128728987126581,0.0189665549132246,0.000261627777367864,-0.0405011013951101,-0.0173219182129125,-0.0571776771990353,0.000513297432621962,0.00696304479015576,-0.00966305155297395,-0.00350947736939497,0.00716396917750703,-0.00243819256270377,0.0403164008123719,-0.0487409237288898,0.00877535386019998,-0.0165915196838707,0.00145957599500879
"48",0.004651,-0.0218385098916687,-0.322563658012186,-0.0121674321893512,-0.0418308960565962,0.102465066870584,0.0372548019402214,-0.00342189244614136,0.0191386737256238,-0.0440358769639332,-0.0153540193161138,0.0211072822993486,0.0167464370977388,-0.0112837871609131,-0.0110094614863859,0.0137564546950546,-0.0461824848293969,0.0258008125525104,0.0250850954169459,-0.158025266969323,0.0241360915059767,-0.0288141364106396,0.116155619000048,-0.000759607263601293,-0.00862058934613315,0.0506444011732375,-0.0744365213251599,0.104451626730772,0,0.0385010086459893,-0.025188323854231,0.0215346617371427,-0.0163422458563461,-0.00870167299914432,0.0321001002335357,0.00592030517254568,0.0282651703762276,0.0086852520729136,0.0473575801467704,0.0520219410067684,-0.0367750542349208,-0.00157890473679021,-0.0136682971965575,0.0600951924575139,0.0190608317468982,0.0323142319411659,-0.00658464376936132,0.011929190136727,-0.00619676997840961,-0.00848996130269149,-0.00186616433618333,-0.00234569839075964,-0.0357519730615527,0.0529084728239774,-0.110206012054957,0.0923351383614748,-0.0247270550715952
